EMP_NUM,SAL_FROM,SAL_END,SAL_AMOUNT
83941,3/12/2006,3/11/2007,30950
83941,3/13/2005,3/11/2006,29480
83941,3/12/2004,3/12/2005,28620
83941,3/12/2003,3/11/2004,27260
83941,3/13/2002,3/12/2003,25960
83941,3/14/2001,3/12/2002,25200
83941,3/13/2000,3/13/2001,24000
83941,3/13/1999,3/12/2000,23300
83941,3/14/1998,3/13/1999,22190
83941,3/15/1997,3/13/1998,20550
83941,3/14/1996,3/14/1997,19950
83941,3/14/1995,3/13/1996,19000
83941,3/15/1994,3/14/1995,18450
83941,3/16/1993,3/14/1994,17080
83941,3/15/1992,3/15/1993,16270
83941,3/15/1991,3/14/1992,15800
83943,3/9/2013, NULL ,57200
83943,3/8/2012,3/8/2013,52960
83943,3/8/2011,3/7/2012,51420
83943,3/9/2010,3/8/2011,47610
83943,3/10/2009,3/8/2010,46220
83943,3/9/2008,3/9/2009,44870
83943,3/9/2007,3/8/2008,43560
83943,3/10/2006,3/9/2007,41490
83943,3/11/2005,3/9/2006,40280
83943,3/10/2004,3/10/2005,38360
83943,3/10/2003,3/9/2004,34870
83943,3/11/2002,3/10/2003,33210
83943,3/12/2001,3/10/2002,32240
83948,9/4/2013, NULL ,62400
83948,9/6/2005,9/4/2006,43500
83948,9/5/2004,9/5/2005,42230
83948,9/5/2003,9/4/2004,41000
83948,9/6/2002,9/5/2003,39810
83948,9/7/2001,9/5/2002,38650
83948,9/6/2000,9/6/2001,36810
83948,9/6/1999,9/5/2000,35740
83948,9/7/1998,9/6/1999,33090
83948,9/8/1997,9/6/1998,31510
83948,9/7/1996,9/7/1997,30010
83948,9/7/1995,9/6/1996,27790
83948,9/8/1994,9/7/1995,26980
83948,9/9/1993,9/7/1994,26190
83948,9/3/2012,9/3/2013,60580
83948,9/3/2011,9/2/2012,57700
83948,9/4/2010,9/3/2011,54950
83948,9/5/2009,9/3/2010,53350
83948,9/4/2008,9/4/2009,50810
83948,9/4/2007,9/3/2008,47050
83948,9/5/2006,9/4/2007,44810
83952,5/4/2013, NULL ,40500
83952,5/3/2012,5/3/2013,39320
83952,5/3/2011,5/2/2012,38170
83952,5/4/2010,5/3/2011,35340
83952,5/5/2009,5/3/2010,34310
83952,5/4/2008,5/4/2009,32680
83952,5/4/2007,5/3/2008,31730
83952,5/5/2006,5/4/2007,30220
83952,5/6/2005,5/4/2006,29340
83952,5/5/2004,5/5/2005,27170
83952,5/5/2003,5/4/2004,25880
83952,5/6/2002,5/5/2003,24650
83952,5/7/2001,5/5/2002,22820
83952,5/6/2000,5/6/2001,21730
83952,5/6/1999,5/5/2000,21100
83952,5/7/1998,5/6/1999,20490
83952,5/8/1997,5/6/1998,19890
83957,12/13/2013, NULL ,39000
83957,12/12/2012,12/12/2013,37140
83957,12/12/2011,12/11/2012,36060
83957,12/13/2010,12/12/2011,35010
83957,12/14/2009,12/12/2010,33990
83957,12/13/2008,12/13/2009,33000
83957,12/13/2007,12/12/2008,32040
83957,12/14/2006,12/13/2007,29670
83961,4/27/2013, NULL ,61320
83961,4/26/2012,4/26/2013,59530
83961,4/26/2011,4/25/2012,56700
83961,4/27/2010,4/26/2011,55050
83961,4/28/2009,4/26/2010,53450
83961,4/27/2008,4/27/2009,49490
83961,4/27/2007,4/26/2008,48050
83961,4/28/2006,4/27/2007,45760
83961,4/29/2005,4/27/2006,42370
83961,4/28/2004,4/28/2005,41140
83961,4/28/2003,4/27/2004,37400
83961,4/29/2002,4/28/2003,36310
83962,1/4/2014, NULL ,87860
83962,1/3/2013,1/3/2014,85300
83962,1/3/2012,1/2/2013,81240
83962,1/4/2011,1/3/2012,78870
83962,1/5/2010,1/3/2011,75110
83962,1/4/2009,1/4/2010,69550
83962,1/4/2008,1/3/2009,66240
83962,1/5/2007,1/4/2008,64310
83962,1/6/2006,1/4/2007,62440
83962,1/5/2005,1/5/2006,60620
83962,1/5/2004,1/4/2005,58850
83962,1/6/2003,1/5/2004,57140
83962,1/7/2002,1/5/2003,55480
83962,1/6/2001,1/6/2002,51370
83962,1/6/2000,1/5/2001,49870
83962,1/7/1999,1/6/2000,48420
83962,1/8/1998,1/6/1999,47010
83962,1/7/1997,1/7/1998,42740
83962,1/7/1996,1/6/1997,41500
83962,1/8/1995,1/7/1996,39520
83962,1/9/1994,1/7/1995,36590
83962,1/8/1993,1/8/1994,34850
83962,1/8/1992,1/7/1993,33830
83962,1/9/1991,1/8/1992,32220
83962,1/10/1990,1/8/1991,29830
83962,1/9/1989,1/9/1990,28410
83962,1/9/1988,1/8/1989,25830
83962,1/10/1987,1/9/1988,24600
83962,1/11/1986,1/9/1987,23430
83962,1/10/1985,1/10/1986,22750
83962,1/10/1984,1/9/1985,22090
83962,1/11/1983,1/10/1984,21450
83962,1/12/1982,1/10/1983,20430
83962,1/11/1981,1/11/1982,19830
83962,1/11/1980,1/10/1981,18360
83962,1/12/1979,1/11/1980,17490
83962,1/13/1978,1/11/1979,16190
83963,3/17/2013, NULL ,46460
83963,3/16/2012,3/16/2013,45110
83963,3/16/2011,3/15/2012,42960
83963,3/17/2010,3/16/2011,40910
83963,3/18/2009,3/16/2010,39720
83963,3/17/2008,3/17/2009,36110
83963,3/17/2007,3/16/2008,35060
83963,3/18/2006,3/17/2007,33390
83963,3/19/2005,3/17/2006,31800
83963,3/18/2004,3/18/2005,30290
83963,3/18/2003,3/17/2004,29410
83963,3/19/2002,3/18/2003,28550
83963,3/20/2001,3/18/2002,27720
83963,3/19/2000,3/19/2001,26910
83963,3/19/1999,3/18/2000,26130
83963,3/20/1998,3/19/1999,24890
83963,3/21/1997,3/19/1998,23700
83963,3/20/1996,3/20/1997,23010
83963,3/20/1995,3/19/1996,21310
83963,3/21/1994,3/20/1995,19730
83963,3/22/1993,3/20/1994,19160
83963,3/21/1992,3/21/1993,17740
83963,3/21/1991,3/20/1992,16130
83963,3/22/1990,3/21/1991,15660
83963,3/23/1989,3/21/1990,15200
83964,1/12/2014, NULL ,85000
83964,1/11/2013,1/11/2014,80950
83964,1/11/2012,1/10/2013,78590
83964,1/12/2011,1/11/2012,74850
83964,1/13/2010,1/11/2011,71290
83964,1/12/2009,1/12/2010,69210
83964,1/12/2008,1/11/2009,67190
83964,1/13/2007,1/12/2008,65230
83964,1/14/2006,1/12/2007,62120
83964,1/13/2005,1/13/2006,60310
83964,1/13/2004,1/12/2005,57440
83964,1/14/2003,1/13/2004,53190
83964,1/15/2002,1/13/2003,51640
83964,1/14/2001,1/14/2002,50140
83964,1/14/2000,1/13/2001,47750
83973,5/4/2013, NULL ,56700
83973,5/3/2012,5/3/2013,55050
83973,5/3/2011,5/2/2012,53450
83973,5/4/2010,5/3/2011,50900
83973,5/5/2009,5/3/2010,48480
83973,5/4/2008,5/4/2009,47070
83973,5/4/2007,5/3/2008,44830
83973,5/5/2006,5/4/2007,40750
83973,5/6/2005,5/4/2006,39560
83973,5/5/2004,5/5/2005,36630
83973,5/5/2003,5/4/2004,35560
83973,5/6/2002,5/5/2003,34520
83973,5/7/2001,5/5/2002,32880
83973,5/6/2000,5/6/2001,29890
83973,5/6/1999,5/5/2000,27170
83973,5/7/1998,5/6/1999,26380
83973,5/8/1997,5/6/1998,25120
83973,5/7/1996,5/7/1997,23920
83973,5/7/1995,5/6/1996,23220
83973,5/8/1994,5/7/1995,22110
83973,5/9/1993,5/7/1994,21060
83973,5/8/1992,5/8/1993,20060
83973,5/8/1991,5/7/1992,19480
83973,5/9/1990,5/8/1991,18550
83973,5/10/1989,5/8/1990,18010
83973,5/9/1988,5/9/1989,17150
83973,5/9/1987,5/8/1988,16650
83973,5/10/1986,5/9/1987,15420
83973,5/11/1985,5/9/1986,14280
83973,5/10/1984,5/10/1985,13220
83973,5/10/1983,5/9/1984,12830
83973,5/11/1982,5/10/1983,12460
83973,5/12/1981,5/10/1982,12100
83973,5/11/1980,5/11/1981,11200
83973,5/11/1979,5/10/1980,10670
83977,9/5/2013, NULL ,34500
83977,9/4/2012,9/4/2013,32860
83977,9/4/2011,9/3/2012,31900
83977,9/5/2010,9/4/2011,30970
83977,9/6/2009,9/4/2010,29500
83977,9/5/2008,9/5/2009,26820
83977,9/5/2007,9/4/2008,25540
83977,9/6/2006,9/5/2007,24320
83977,9/7/2005,9/5/2006,23160
83977,9/6/2004,9/6/2005,22490
83977,9/6/2003,9/5/2004,21830
83977,9/7/2002,9/6/2003,20790
83977,9/8/2001,9/6/2002,20180
83977,9/7/2000,9/7/2001,19590
83977,9/7/1999,9/6/2000,18660
83977,9/8/1998,9/7/1999,18120
83977,9/9/1997,9/7/1998,16780
83977,9/8/1996,9/8/1997,16290
83978,2/9/2013, NULL ,48960
83978,2/9/2012,2/8/2013,46630
83978,2/10/2011,2/9/2012,44410
83978,2/11/2010,2/9/2011,43120
83978,2/10/2009,2/10/2010,41860
83978,2/10/2008,2/9/2009,40640
83978,2/11/2007,2/10/2008,39460
83978,2/12/2006,2/10/2007,38310
83978,2/11/2005,2/11/2006,37190
83978,2/11/2004,2/10/2005,35420
83978,2/12/2003,2/11/2004,33730
83990,6/10/2013, NULL ,74250
83990,6/9/2012,6/9/2013,72090
83990,6/9/2011,6/8/2012,69990
83990,6/10/2010,6/9/2011,67950
83991,4/17/2013, NULL ,42000
83991,4/16/2012,4/16/2013,40780
83991,4/16/2011,4/15/2012,39590
83991,4/17/2010,4/16/2011,37700
83991,4/18/2009,4/16/2010,36600
83991,4/17/2008,4/17/2009,33270
83991,4/17/2007,4/16/2008,32300
83991,4/18/2006,4/17/2007,29910
83991,4/19/2005,4/17/2006,29040
83991,4/18/2004,4/18/2005,28190
83991,4/18/2003,4/17/2004,26850
83991,4/19/2002,4/18/2003,26070
83991,4/20/2001,4/18/2002,25310
83991,4/19/2000,4/19/2001,24100
83991,4/19/1999,4/18/2000,23400
83991,4/20/1998,4/19/1999,21670
83991,4/21/1997,4/19/1998,20640
83991,4/20/1996,4/20/1997,20040
83991,4/20/1995,4/19/1996,19090
83991,4/21/1994,4/20/1995,18180
83991,4/22/1993,4/20/1994,16830
83991,4/21/1992,4/21/1993,16340
83991,4/21/1991,4/20/1992,15560
83991,4/22/1990,4/21/1991,14410
83991,4/23/1989,4/21/1990,13720
83991,4/22/1988,4/22/1989,13320
83991,4/22/1987,4/21/1988,12930
83991,4/23/1986,4/22/1987,12550
83991,4/24/1985,4/22/1986,12180
83991,4/23/1984,4/23/1985,11830
83991,4/23/1983,4/22/1984,10750
83991,4/24/1982,4/23/1983,10240
83991,4/25/1981,4/23/1982,9750
83991,4/24/1980,4/24/1981,9290
83993,6/2/2013, NULL ,83000
83993,6/1/2012,6/1/2013,76850
83993,6/1/2011,5/31/2012,74610
83993,6/2/2010,6/1/2011,71060
83993,6/3/2009,6/1/2010,64600
83993,6/2/2008,6/2/2009,62720
83993,6/2/2007,6/1/2008,60890
83993,6/3/2006,6/2/2007,57990
83993,6/4/2005,6/2/2006,55230
83993,6/3/2004,6/3/2005,53620
83993,6/3/2003,6/2/2004,49650
83993,6/4/2002,6/3/2003,48200
83993,6/5/2001,6/3/2002,46800
83993,6/4/2000,6/4/2001,45440
83995,5/7/2013, NULL ,36000
83995,5/6/2012,5/6/2013,34950
83995,5/6/2011,5/5/2012,33930
83995,5/7/2010,5/6/2011,31420
83995,5/8/2009,5/6/2010,29920
83995,5/7/2008,5/7/2009,29050
83995,5/7/2007,5/6/2008,27670
83995,5/8/2006,5/7/2007,26350
83995,5/9/2005,5/7/2006,24400
83995,5/8/2004,5/8/2005,23690
83995,5/8/2003,5/7/2004,22560
83995,5/9/2002,5/8/2003,20890
83995,5/10/2001,5/8/2002,19900
83995,5/9/2000,5/9/2001,18950
83995,5/9/1999,5/8/2000,18400
83995,5/10/1998,5/9/1999,17860
83995,5/11/1997,5/9/1998,17340
83995,5/10/1996,5/10/1997,16830
83995,5/10/1995,5/9/1996,15580
83995,5/11/1994,5/10/1995,14430
83995,5/12/1993,5/10/1994,14010
83995,5/11/1992,5/11/1993,13600
83995,5/11/1991,5/10/1992,12950
83995,5/12/1990,5/11/1991,12330
83995,5/13/1989,5/11/1990,11970
83995,5/12/1988,5/12/1989,11400
83995,5/12/1987,5/11/1988,10860
83995,5/13/1986,5/12/1987,10540
83995,5/14/1985,5/12/1986,10040
83996,7/26/2013, NULL ,29750
83996,7/25/2012,7/25/2013,27050
83996,7/25/2011,7/24/2012,26260
83996,7/26/2010,7/25/2011,24310
83996,7/27/2009,7/25/2010,22100
83996,7/26/2008,7/26/2009,21050
83996,7/26/2007,7/25/2008,20440
83996,7/27/2006,7/26/2007,18930
83996,7/28/2005,7/26/2006,18030
83996,7/27/2004,7/27/2005,17500
83996,7/27/2003,7/26/2004,16990
83996,7/28/2002,7/27/2003,16180
83996,7/29/2001,7/27/2002,15710
83996,7/28/2000,7/28/2001,14960
83996,7/28/1999,7/27/2000,14520
83996,7/29/1998,7/28/1999,13830
83996,7/30/1997,7/28/1998,13430
83996,7/29/1996,7/29/1997,13040
83996,7/29/1995,7/28/1996,12660
83996,7/30/1994,7/29/1995,12290
83996,7/31/1993,7/29/1994,11930
83996,7/30/1992,7/30/1993,11580
83996,7/30/1991,7/29/1992,11030
83996,7/31/1990,7/30/1991,10710
83996,8/1/1989,7/30/1990,10400
83996,7/31/1988,7/31/1989,10100
83996,7/31/1987,7/30/1988,9620
83996,8/1/1986,7/31/1987,9340
83998,5/27/2013, NULL ,89240
83998,5/26/2012,5/26/2013,86640
83998,5/26/2011,5/25/2012,84120
83998,5/27/2010,5/26/2011,76470
83998,5/28/2009,5/26/2010,74240
83998,5/27/2008,5/27/2009,72080
83998,5/27/2007,5/26/2008,69980
83998,5/28/2006,5/27/2007,67940
83998,5/29/2005,5/27/2006,65960
83998,5/28/2004,5/28/2005,64040
83998,5/28/2003,5/27/2004,60990
83998,5/29/2002,5/28/2003,58090
83998,5/30/2001,5/28/2002,55320
83998,5/29/2000,5/29/2001,52690
83998,5/29/1999,5/28/2000,48790
83998,5/30/1998,5/29/1999,45180
83998,5/31/1997,5/29/1998,43860
83998,5/30/1996,5/30/1997,42580
83998,5/30/1995,5/29/1996,40550
83998,5/31/1994,5/30/1995,39370
83998,6/1/1993,5/30/1994,38220
84001,5/22/2013, NULL ,56700
84001,5/21/2012,5/21/2013,55050
84001,5/21/2011,5/20/2012,50970
84001,5/22/2010,5/21/2011,49490
84001,5/23/2009,5/21/2010,48050
84001,5/22/2008,5/22/2009,46650
84001,5/22/2007,5/21/2008,43190
84001,5/23/2006,5/22/2007,41130
84001,5/24/2005,5/22/2006,38080
84001,5/23/2004,5/23/2005,36270
84001,5/23/2003,5/22/2004,34540
84001,5/24/2002,5/23/2003,33530
84001,5/25/2001,5/23/2002,31930
84001,5/24/2000,5/24/2001,30410
84001,5/24/1999,5/23/2000,28960
84001,5/25/1998,5/24/1999,27580
84001,5/26/1997,5/24/1998,26780
84001,5/25/1996,5/25/1997,25500
84001,5/25/1995,5/24/1996,23610
84005,3/23/2013, NULL ,30000
84005,3/22/2012,3/22/2013,29130
84005,3/22/2011,3/21/2012,28280
84005,3/23/2010,3/22/2011,27460
84005,3/24/2009,3/22/2010,26660
84005,3/23/2008,3/23/2009,25390
84005,3/23/2007,3/22/2008,24650
84005,3/24/2006,3/23/2007,23930
84005,3/25/2005,3/23/2006,23230
84005,3/24/2004,3/24/2005,22120
84005,3/24/2003,3/23/2004,21480
84005,3/25/2002,3/24/2003,20850
84007,12/31/2013, NULL ,25750
84007,12/30/2012,12/30/2013,24520
84007,12/30/2011,12/29/2012,23350
84007,12/31/2010,12/30/2011,22240
84007,1/1/2010,12/30/2010,21590
84007,12/31/2008,12/31/2009,20960
84007,12/31/2007,12/30/2008,19960
84007,1/1/2007,12/31/2007,19380
84007,1/2/2006,12/31/2006,18460
84007,1/1/2005,1/1/2006,17580
84007,1/1/2004,12/31/2004,17070
84007,1/2/2003,1/1/2004,16570
84007,1/3/2002,1/1/2003,16090
84007,1/2/2001,1/2/2002,15620
84007,1/2/2000,1/1/2001,15170
84007,1/3/1999,1/2/2000,14050
84007,1/4/1998,1/2/1999,12770
84007,1/3/1997,1/3/1998,12400
84007,1/3/1996,1/2/1997,11810
84007,1/4/1995,1/3/1996,11250
84007,1/5/1994,1/3/1995,10710
84007,1/4/1993,1/4/1994,10400
84007,1/4/1992,1/3/1993,10100
84007,1/5/1991,1/4/1992,9620
84007,1/6/1990,1/4/1991,9160
84007,1/5/1989,1/5/1990,8330
84007,1/5/1988,1/4/1989,7930
84007,1/6/1987,1/5/1988,7340
84007,1/7/1986,1/5/1987,7130
84007,1/6/1985,1/6/1986,6790
84007,1/6/1984,1/5/1985,6590
84007,1/7/1983,1/6/1984,6400
84009,5/2/2013, NULL ,48300
84009,5/1/2012,5/1/2013,46000
84009,5/1/2011,4/30/2012,44660
84009,5/2/2010,5/1/2011,42530
84009,5/3/2009,5/1/2010,39380
84009,5/2/2008,5/2/2009,38230
84009,5/2/2007,5/1/2008,35400
84009,5/3/2006,5/2/2007,33710
84009,5/4/2005,5/2/2006,32730
84009,5/3/2004,5/3/2005,31780
84009,5/3/2003,5/2/2004,30270
84009,5/4/2002,5/3/2003,29390
84009,5/5/2001,5/3/2002,27210
84009,5/4/2000,5/4/2001,25910
84009,5/4/1999,5/3/2000,25160
84009,5/5/1998,5/4/1999,24430
84009,5/6/1997,5/4/1998,22620
84009,5/5/1996,5/5/1997,21960
84009,5/5/1995,5/4/1996,21320
84009,5/6/1994,5/5/1995,20300
84009,5/7/1993,5/5/1994,19710
84009,5/6/1992,5/6/1993,18770
84011,2/16/2013, NULL ,36000
84011,2/16/2012,2/15/2013,34290
84011,2/17/2011,2/16/2012,32660
84011,2/18/2010,2/16/2011,31100
84011,2/17/2009,2/17/2010,29620
84011,2/17/2008,2/16/2009,28210
84011,2/18/2007,2/17/2008,27390
84011,2/19/2006,2/17/2007,26090
84011,2/18/2005,2/18/2006,25330
84011,2/18/2004,2/17/2005,24590
84011,2/19/2003,2/18/2004,23420
84011,2/20/2002,2/18/2003,22740
84011,2/19/2001,2/19/2002,22080
84011,2/19/2000,2/18/2001,21440
84011,2/20/1999,2/19/2000,20820
84011,2/21/1998,2/19/1999,20210
84011,2/20/1997,2/20/1998,19620
84011,2/20/1996,2/19/1997,19050
84011,2/21/1995,2/20/1996,18140
84011,2/22/1994,2/20/1995,17280
84011,2/21/1993,2/21/1994,16000
84011,2/21/1992,2/20/1993,15530
84011,2/22/1991,2/21/1992,15080
84011,2/23/1990,2/21/1991,13960
84011,2/22/1989,2/22/1990,13300
84011,2/22/1988,2/21/1989,12910
84011,2/23/1987,2/22/1988,12300
84011,2/24/1986,2/22/1987,11940
84011,2/23/1985,2/23/1986,11590
84011,2/23/1984,2/22/1985,10730
84011,2/24/1983,2/23/1984,10220
84011,2/25/1982,2/23/1983,9920
84011,2/24/1981,2/24/1982,9190
84011,2/24/1980,2/23/1981,8920
84017,1/27/2014, NULL ,30000
84017,1/26/2013,1/26/2014,28570
84021,8/8/2013, NULL ,81000
84021,8/7/2012,8/7/2013,78640
84021,8/7/2011,8/6/2012,76350
84021,8/8/2010,8/7/2011,74130
84021,8/9/2009,8/7/2010,71970
84021,8/8/2008,8/8/2009,69870
84021,8/8/2007,8/7/2008,67830
84021,8/9/2006,8/8/2007,64600
84021,8/10/2005,8/8/2006,59810
84021,8/9/2004,8/9/2005,58070
84021,8/9/2003,8/8/2004,56380
84021,8/10/2002,8/9/2003,52200
84021,8/11/2001,8/9/2002,50680
84021,8/10/2000,8/10/2001,49200
84023,1/10/2014, NULL ,44250
84023,1/9/2013,1/9/2014,40970
84024,9/30/2013, NULL ,122400
84024,9/29/2012,9/29/2013,118830
84024,9/29/2011,9/28/2012,115370
84024,9/30/2010,9/29/2011,112010
84024,10/1/2009,9/29/2010,108750
84024,9/30/2008,9/30/2009,105580
84024,9/30/2007,9/29/2008,102500
84024,10/1/2006,9/30/2007,99510
84031,10/11/2013, NULL ,31750
84031,10/10/2012,10/10/2013,30240
84031,10/10/2011,10/9/2012,28800
84031,10/11/2010,10/10/2011,27430
84031,10/12/2009,10/10/2010,26120
84031,10/11/2008,10/11/2009,25360
84031,10/11/2007,10/10/2008,24150
84031,10/12/2006,10/11/2007,22360
84031,10/13/2005,10/11/2006,20700
84031,10/12/2004,10/12/2005,20100
84031,10/12/2003,10/11/2004,19140
84031,10/13/2002,10/12/2003,18230
84031,10/14/2001,10/12/2002,17700
84031,10/13/2000,10/13/2001,17180
84031,10/13/1999,10/12/2000,15910
84031,10/14/1998,10/13/1999,14730
84031,10/15/1997,10/13/1998,14030
84031,10/14/1996,10/14/1997,13360
84031,10/14/1995,10/13/1996,12720
84031,10/15/1994,10/14/1995,12110
84031,10/16/1993,10/14/1994,11760
84031,10/15/1992,10/15/1993,11420
84031,10/15/1991,10/14/1992,11090
84031,10/16/1990,10/15/1991,10770
84031,10/17/1989,10/15/1990,9970
84031,10/16/1988,10/16/1989,9680
84031,10/16/1987,10/15/1988,9220
84031,10/17/1986,10/16/1987,8780
84031,10/18/1985,10/16/1986,8520
84035,10/19/2013, NULL ,51600
84035,10/18/2012,10/18/2013,46910
84035,10/18/2011,10/17/2012,45540
84035,10/19/2010,10/18/2011,44210
84035,10/20/2009,10/18/2010,42920
84035,10/19/2008,10/19/2009,41670
84035,10/19/2007,10/18/2008,40460
84035,10/20/2006,10/19/2007,39280
84035,10/21/2005,10/19/2006,37410
84035,10/20/2004,10/20/2005,35630
84035,10/20/2003,10/19/2004,33930
84035,10/21/2002,10/20/2003,32940
84035,10/22/2001,10/20/2002,31370
84035,10/21/2000,10/21/2001,28520
84035,10/21/1999,10/20/2000,27690
84035,10/22/1998,10/21/1999,26880
84035,10/23/1997,10/21/1998,24890
84035,10/22/1996,10/22/1997,23700
84039,6/28/2013, NULL ,54280
84039,6/27/2012,6/27/2013,52700
84039,6/27/2011,6/26/2012,51170
84039,6/28/2010,6/27/2011,47380
84041,6/24/2012,6/24/2013,40530
84041,6/24/2011,6/23/2012,39350
84041,6/25/2010,6/24/2011,38200
84041,6/26/2009,6/24/2010,34730
84041,6/25/2008,6/25/2009,33720
84041,6/25/2007,6/24/2008,32110
84041,6/26/2006,6/25/2007,31170
84041,6/27/2005,6/25/2006,29690
84041,6/26/2004,6/26/2005,28280
84041,6/26/2003,6/25/2004,27460
84041,6/27/2002,6/26/2003,26150
84041,6/28/2001,6/26/2002,24900
84041,6/27/2000,6/27/2001,23710
84041,6/27/1999,6/26/2000,22580
84041,6/28/1998,6/27/1999,21920
84041,6/29/1997,6/27/1998,21280
84041,6/28/1996,6/28/1997,19700
84041,6/28/1995,6/27/1996,18760
84041,6/29/1994,6/28/1995,17870
84041,6/30/1993,6/28/1994,17350
84041,6/29/1992,6/29/1993,16060
84041,6/29/1991,6/28/1992,15300
84041,6/30/1990,6/29/1991,14850
84041,6/25/2013, NULL ,41750
84042,8/20/2013, NULL ,71200
84042,8/19/2012,8/19/2013,69130
84042,8/19/2011,8/18/2012,67120
84042,8/20/2010,8/19/2011,65170
84042,8/21/2009,8/19/2010,63270
84042,8/20/2008,8/20/2009,61430
84042,8/20/2007,8/19/2008,59640
84042,8/21/2006,8/20/2007,55220
84042,8/22/2005,8/20/2006,53610
84042,8/21/2004,8/21/2005,51060
84042,8/21/2003,8/20/2004,49570
84042,8/22/2002,8/21/2003,48130
84042,8/23/2001,8/21/2002,46730
84042,8/22/2000,8/22/2001,45370
84042,8/22/1999,8/21/2000,43210
84042,8/23/1998,8/22/1999,39280
84042,8/24/1997,8/22/1998,38140
84046,9/21/2013, NULL ,55500
84046,9/20/2012,9/20/2013,53880
84046,9/20/2011,9/19/2012,49890
84046,9/21/2010,9/20/2011,48440
84046,9/22/2009,9/20/2010,47030
84046,9/21/2008,9/21/2009,45660
84046,9/21/2007,9/20/2008,44330
84046,9/22/2006,9/21/2007,43040
84046,9/23/2005,9/21/2006,41790
84046,9/22/2004,9/22/2005,40570
84047,1/30/2014, NULL ,34250
84047,1/29/2013,1/29/2014,33250
84047,1/29/2012,1/28/2013,31670
84047,1/30/2011,1/29/2012,30160
84047,1/31/2010,1/29/2011,27930
84047,1/30/2009,1/30/2010,27120
84047,1/30/2008,1/29/2009,25830
84047,1/31/2007,1/30/2008,24600
84047,2/1/2006,1/30/2007,23430
84047,1/31/2005,1/31/2006,22750
84047,1/31/2004,1/30/2005,22090
84047,2/1/2003,1/31/2004,21450
84047,2/2/2002,1/31/2003,20830
84047,2/1/2001,2/1/2002,20220
84047,2/1/2000,1/31/2001,19630
84047,2/2/1999,2/1/2000,18180
84047,2/3/1998,2/1/1999,17650
84047,2/2/1997,2/2/1998,16810
84047,2/2/1996,2/1/1997,16320
84047,2/3/1995,2/2/1996,15840
84049,10/12/2013, NULL ,110000
84049,10/11/2012,10/11/2013,106800
84049,10/11/2011,10/10/2012,101710
84049,10/12/2010,10/11/2011,98750
84049,10/13/2009,10/11/2010,94050
84049,10/12/2008,10/12/2009,89570
84049,10/12/2007,10/11/2008,82940
84049,10/13/2006,10/12/2007,80520
84049,10/14/2005,10/12/2006,76690
84049,10/13/2004,10/13/2005,74460
84049,10/13/2003,10/12/2004,70910
84049,10/14/2002,10/13/2003,68840
84049,10/15/2001,10/13/2002,66830
84049,10/14/2000,10/14/2001,64880
84052,3/8/2013, NULL ,81480
84052,3/7/2012,3/7/2013,75440
84052,3/7/2011,3/6/2012,71850
84052,3/8/2010,3/7/2011,69760
84052,3/9/2009,3/7/2010,66440
84052,3/8/2008,3/8/2009,64500
84052,3/8/2007,3/7/2008,62620
84052,3/9/2006,3/8/2007,59640
84052,3/10/2005,3/8/2006,56800
84052,3/9/2004,3/9/2005,55150
84052,3/9/2003,3/8/2004,53540
84052,3/10/2002,3/9/2003,49570
84052,3/11/2001,3/9/2002,47210
84052,3/10/2000,3/10/2001,45830
84052,3/10/1999,3/9/2000,42440
84052,3/11/1998,3/10/1999,41200
84052,3/12/1997,3/10/1998,39240
84052,3/11/1996,3/11/1997,37370
84052,3/11/1995,3/10/1996,35590
84052,3/12/1994,3/11/1995,32350
84052,3/13/1993,3/11/1994,29410
84052,3/12/1992,3/12/1993,27230
84052,3/12/1991,3/11/1992,26440
84052,3/13/1990,3/12/1991,25670
84052,3/14/1989,3/12/1990,24920
84052,3/13/1988,3/13/1989,23730
84055,8/25/2013, NULL ,81450
84055,8/24/2012,8/24/2013,79080
84055,8/24/2011,8/23/2012,76780
84055,8/25/2010,8/24/2011,74540
84055,8/26/2009,8/24/2010,70990
84058,5/24/2012,5/24/2013,50860
84058,5/24/2011,5/23/2012,49380
84058,5/25/2010,5/24/2011,44890
84058,5/26/2009,5/24/2010,42750
84058,5/25/2008,5/25/2009,40710
84058,5/25/2007,5/24/2008,38770
84058,5/26/2006,5/25/2007,37640
84058,5/27/2005,5/25/2006,35850
84058,5/26/2004,5/26/2005,34140
84058,5/26/2003,5/25/2004,32510
84058,5/27/2002,5/26/2003,31560
84058,5/28/2001,5/26/2002,30060
84058,5/27/2000,5/27/2001,28630
84058,5/27/1999,5/26/2000,27800
84058,5/28/1998,5/27/1999,26480
84058,5/29/1997,5/27/1998,25220
84058,5/28/1996,5/28/1997,24020
84058,5/28/1995,5/27/1996,22240
84058,5/29/1994,5/28/1995,21590
84058,5/30/1993,5/28/1994,20560
84058,5/29/1992,5/29/1993,18690
84058,5/29/1991,5/28/1992,17800
84058,5/30/1990,5/29/1991,16480
84058,5/25/2013, NULL ,53400
84067,6/30/2013, NULL ,84600
84067,6/29/2012,6/29/2013,78330
84067,6/29/2011,6/28/2012,74600
84078,2/11/2013, NULL ,77000
84078,2/11/2012,2/10/2013,74760
84078,2/12/2011,2/11/2012,71200
84078,2/13/2010,2/11/2011,65930
84078,2/12/2009,2/12/2010,62790
